exp,imp,v
Ukraine,France,1847.18
Ukraine,Georgia,7660.683999999999
Ukraine,Germany,1161.222
Ukraine,Hungary,3217.575
Ukraine,Indonesia,1115.018
Ukraine,Kazakhstan,1547.176
Ukraine,Myanmar,2740.253
Ukraine,Poland,5037.901
Ukraine,Rep. of Moldova,2730.766
Ukraine,Russian Federation,35756.975
Ukraine,Thailand,6011.512000000001
Ukraine,USA,7090.412
Ukraine,United Arab Emirates,3521.4539999999997
Ukraine,Uzbekistan,1648.9479999999999
United Arab Emirates,Afghanistan,300520.122
United Arab Emirates,Albania,1779.67
United Arab Emirates,Algeria,94745.93400000001
United Arab Emirates,Angola,166793.606
United Arab Emirates,Armenia,3063.4410000000003
United Arab Emirates,Australia,14457.386000000002
United Arab Emirates,Austria,1803.9050000000004
United Arab Emirates,Azerbaijan,6337.559999999999
United Arab Emirates,Bahrain,58783.568
United Arab Emirates,Bangladesh,17369.719999999998
United Arab Emirates,Belgium,6646.402
United Arab Emirates,Benin,25072.331000000006
United Arab Emirates,Bulgaria,1293.0030000000002
United Arab Emirates,Burkina Faso,3429.4249999999997
United Arab Emirates,Burundi,5172.601
United Arab Emirates,Cambodia,29024.7
United Arab Emirates,Cameroon,17978.859
United Arab Emirates,Canada,2340.3070000000002
United Arab Emirates,Central African Rep.,8303.563
United Arab Emirates,Chad,25546.181999999993
United Arab Emirates,Chile,42900.951
United Arab Emirates,China,3251810.1810000003
United Arab Emirates,Colombia,10219.949999999997
United Arab Emirates,Comoros,26631.72
United Arab Emirates,Congo,8410.324
United Arab Emirates,Cuba,2936.808
United Arab Emirates,Cyprus,1356.1870000000004
United Arab Emirates,CÙte d'Ivoire,6675.436999999999
United Arab Emirates,Dem. Rep. of the Congo,50942.16799999998
United Arab Emirates,Denmark,11095.637999999997
United Arab Emirates,Djibouti,121281.149
United Arab Emirates,Dominican Rep.,1851.8019999999997
United Arab Emirates,Egypt,40581.664
United Arab Emirates,Equatorial Guinea,6586.4349999999995
United Arab Emirates,Ethiopia,26635.702000000005
United Arab Emirates,France,7659.763
United Arab Emirates,Gabon,25166.287000000004
United Arab Emirates,Gambia,3171.1049999999996
United Arab Emirates,Georgia,11907.611999999996
United Arab Emirates,Germany,31672.825000000004
United Arab Emirates,Ghana,122834.405
United Arab Emirates,Guinea,7751.42
United Arab Emirates,Guinea-Bissau,1012.48
United Arab Emirates,Haiti,3572.361
United Arab Emirates,Honduras,1149.0999999999997
United Arab Emirates,India,5626.304
United Arab Emirates,Indonesia,11129.532
United Arab Emirates,Iran,440856.9579999999
United Arab Emirates,Iraq,807013.2600000001
United Arab Emirates,Italy,5356.398
United Arab Emirates,Jamaica,1049.7760000000003
United Arab Emirates,Japan,15571.182
United Arab Emirates,Jordan,211123.73999999996
United Arab Emirates,Kazakhstan,8559.154
United Arab Emirates,Kenya,29038.25599999999
United Arab Emirates,Kuwait,53561.474
United Arab Emirates,Kyrgyzstan,1601.3260000000002
United Arab Emirates,Lao People's Dem. Rep.,1518.1209999999999
United Arab Emirates,Lebanon,52662.71499999998
United Arab Emirates,Liberia,4725.299
United Arab Emirates,Libya,141004.714
United Arab Emirates,Lithuania,10525.856000000002
United Arab Emirates,Madagascar,2856.6929999999998
United Arab Emirates,Malawi,1721.7220000000002
United Arab Emirates,Malaysia,2846.8589999999995
United Arab Emirates,Maldives,3022.5649999999996
United Arab Emirates,Mali,30290.405000000002
United Arab Emirates,Malta,1871.4199999999998
United Arab Emirates,Mauritania,23344.621999999996
United Arab Emirates,Mexico,4437.456
United Arab Emirates,Mongolia,2147.2780000000007
United Arab Emirates,Morocco,29946.156
United Arab Emirates,Mozambique,3260.7739999999994
United Arab Emirates,Myanmar,23094.025999999998
United Arab Emirates,Namibia,1169.1490000000001
United Arab Emirates,Nepal,1766.9560000000001
United Arab Emirates,Netherlands,22129.835000000003
United Arab Emirates,Niger,40404.719000000005
United Arab Emirates,Nigeria,92305.26
United Arab Emirates,Norway,1110.911
United Arab Emirates,Oman,598688.3740000001
United Arab Emirates,Other Asia,3414.3559999999998
United Arab Emirates,Pakistan,12784.969000000001
United Arab Emirates,Panama,5742.522
United Arab Emirates,Philippines,13917.411000000004
United Arab Emirates,Poland,2692.3450000000003
United Arab Emirates,Rep. of Korea,3756.881
United Arab Emirates,Romania,1002.0740000000001
United Arab Emirates,Russian Federation,21892.108999999997
United Arab Emirates,Rwanda,7760.280000000002
United Arab Emirates,Saudi Arabia,552028.3150000002
United Arab Emirates,Senegal,11825.449
United Arab Emirates,Seychelles,2959.9100000000003
United Arab Emirates,Sierra Leone,4235.301
United Arab Emirates,Singapore,39884.344999999994
United Arab Emirates,Slovakia,1739.8560000000002
United Arab Emirates,Somalia,83902.69199999997
United Arab Emirates,South Africa,4690.138999999999
United Arab Emirates,South Sudan,86822.30200000001
United Arab Emirates,Spain,5981.855000000001
United Arab Emirates,Sri Lanka,5886.772
United Arab Emirates,State of Palestine,4333.624000000001
United Arab Emirates,Sudan,28306.682000000004
United Arab Emirates,Sweden,1532.3700000000003
United Arab Emirates,Syria,57845.874
United Arab Emirates,Tajikistan,5496.913
United Arab Emirates,Thailand,34443.23100000001
United Arab Emirates,Togo,4754.134
United Arab Emirates,Tunisia,5629.465
United Arab Emirates,Turkey,48840.997999999985
United Arab Emirates,Turkmenistan,29312.599999999995
United Arab Emirates,USA,31098.928
United Arab Emirates,Uganda,15469.374999999998
United Arab Emirates,Ukraine,4271.081999999999
United Arab Emirates,United Kingdom,28618.314000000002
United Arab Emirates,United Rep. of Tanzania,12013.547999999999
United Arab Emirates,Uzbekistan,2014.9609999999996
United Arab Emirates,Venezuela,22121.01
United Arab Emirates,Viet Nam,12263.405
United Arab Emirates,Yemen,44776.115
United Arab Emirates,Zambia,10496.885
United Arab Emirates,Zimbabwe,5374.445000000001
United Kingdom,Afghanistan,7373.4130000000005
United Kingdom,Albania,9811.538
United Kingdom,Algeria,27414.113999999998
United Kingdom,Andorra,3707.48
United Kingdom,Angola,8132.953000000003
United Kingdom,Argentina,20636.908000000003
United Kingdom,Armenia,6640.832000000002
United Kingdom,Australia,1070121.286
United Kingdom,Austria,801813.5399999996
United Kingdom,Azerbaijan,21990.410999999996
United Kingdom,Bahamas,1186.5269999999998
United Kingdom,Bahrain,90684.52500000002
United Kingdom,Bangladesh,10303.94
United Kingdom,Barbados,6849.961
United Kingdom,Belarus,17072.252
United Kingdom,Belgium,3888516.2459999993
United Kingdom,Belize,2422.196999999999
United Kingdom,Bermuda,2906.8450000000003
United Kingdom,Bolivia (Plurinational State of),7658.197000000001
United Kingdom,Bosnia Herzegovina,14527.771000000002
United Kingdom,Botswana,10975.64
United Kingdom,Brazil,197727.752
United Kingdom,Brunei Darussalam,9539.118000000002
United Kingdom,Bulgaria,73252.763
United Kingdom,Burkina Faso,10030.763000000003
United Kingdom,Burundi,3948.6850000000004
United Kingdom,Cambodia,15827.846000000001
United Kingdom,Cameroon,6457.948999999998
United Kingdom,Canada,1136502.2840000002
United Kingdom,Cayman Isds,1955.6939999999997
United Kingdom,Chile,148867.268
United Kingdom,China,5969064.407999999
United Kingdom,Colombia,71455.44500000002
United Kingdom,Congo,1649.4920000000004
United Kingdom,Costa Rica,38809.51399999999
United Kingdom,Croatia,10090.257000000001
United Kingdom,Cyprus,277127.2010000001
United Kingdom,Czechia,326183.55799999996
United Kingdom,CÙte d'Ivoire,19833.220999999998
United Kingdom,Dem. Rep. of the Congo,12006.322999999997
United Kingdom,Denmark,328088.0889999999
United Kingdom,Dominican Rep.,18138.997000000003
United Kingdom,Ecuador,34658.54
United Kingdom,Egypt,120631.01899999996
United Kingdom,El Salvador,1194.7259999999999
United Kingdom,Equatorial Guinea,2073.376
United Kingdom,Estonia,78346.658
United Kingdom,Ethiopia,6222.917999999998
United Kingdom,Falkland Isds (Malvinas),5041.304
United Kingdom,Finland,341505.263
United Kingdom,France,2820630.303
United Kingdom,French Polynesia,2439.371
United Kingdom,Gambia,6205.231
United Kingdom,Georgia,16838.574
United Kingdom,Germany,5279491.799
United Kingdom,Ghana,62333.41999999999
United Kingdom,Gibraltar,176640.54399999997
United Kingdom,Greece,133877.503
United Kingdom,Grenada,1238.236
United Kingdom,Guatemala,12223.184
United Kingdom,Guinea,2252.181
United Kingdom,Guyana,10815.546000000002
United Kingdom,Honduras,1282.7310000000004
United Kingdom,Hungary,235702.20599999998
United Kingdom,Iceland,70616.702
United Kingdom,India,164067.362
United Kingdom,Indonesia,91475.97799999999
United Kingdom,Iran,19475.083000000002
United Kingdom,Iraq,57294.13
United Kingdom,Ireland,1064160.831
United Kingdom,Israel,255566.25900000005
United Kingdom,Italy,2313187.849
United Kingdom,Jamaica,13975.375000000004
United Kingdom,Japan,1551364.5300000007
United Kingdom,Jordan,41852.68699999999
United Kingdom,Kazakhstan,7259.75
United Kingdom,Kenya,57455.659
United Kingdom,Kuwait,263426.18700000003
United Kingdom,Lao People's Dem. Rep.,8846.622000000003
United Kingdom,Latvia,36462.056
United Kingdom,Lebanon,110345.03800000002
United Kingdom,Libya,2826.3719999999994
United Kingdom,Lithuania,33107.83899999999
United Kingdom,Luxembourg,47943.578999999976
United Kingdom,Madagascar,3850.83
United Kingdom,Malawi,11645.992
United Kingdom,Malaysia,140966.756
United Kingdom,Malta,56417.768999999986
United Kingdom,Mauritania,1663.3570000000002
United Kingdom,Mauritius,22397.071999999996
United Kingdom,Mexico,254644.19899999996
United Kingdom,Mongolia,8696.796
United Kingdom,Montenegro,12911.250999999998
United Kingdom,Morocco,256038.47999999995
United Kingdom,Mozambique,8281.304
United Kingdom,Myanmar,7611.691999999999
United Kingdom,Namibia,21612.33
United Kingdom,Netherlands,1431066.2619999996
United Kingdom,New Caledonia,12068.427000000003
United Kingdom,New Zealand,362419.2589999999
United Kingdom,Nicaragua,1917.648
United Kingdom,Nigeria,57636.235000000015
United Kingdom,Norway,638306.08
United Kingdom,Oman,55149.09599999999
United Kingdom,Other Asia,235583.64500000005
United Kingdom,Pakistan,15267.221000000003
United Kingdom,Panama,38578.83099999999
United Kingdom,Papua New Guinea,1274.8729999999998
United Kingdom,Paraguay,3704.092000000001
United Kingdom,Peru,35052.39
United Kingdom,Philippines,20425.752999999997
United Kingdom,Poland,1118312.59
United Kingdom,Portugal,248709.513
United Kingdom,Qatar,234157.04700000005
United Kingdom,Rep. of Korea,1150898.701
United Kingdom,Rep. of Moldova,20213.337000000007
United Kingdom,Romania,100475.563
United Kingdom,Russian Federation,828668.1359999997
United Kingdom,Rwanda,2987.6880000000006
United Kingdom,Saint Helena,2633.7909999999993
United Kingdom,Saint Lucia,2775.7570000000005
United Kingdom,Saudi Arabia,384019.15400000004
United Kingdom,Senegal,9335.280000000004
United Kingdom,Serbia,26944.893999999993
United Kingdom,Sierra Leone,2432.1820000000002
United Kingdom,Singapore,211084.57599999997
United Kingdom,Slovakia,159713.168
United Kingdom,Slovenia,106565.07299999999
United Kingdom,Somalia,3107.5209999999997
United Kingdom,South Africa,400274.0929999999
United Kingdom,Spain,2232339.499
United Kingdom,Sri Lanka,186030.26000000004
United Kingdom,State of Palestine,8498.574999999999
United Kingdom,Sudan,8064.523
United Kingdom,Sweden,1047485.158
United Kingdom,Switzerland,851382.7300000001
United Kingdom,TFYR of Macedonia,9856.698000000002
United Kingdom,Thailand,107834.31299999998
United Kingdom,Togo,4768.003000000001
United Kingdom,Trinidad and Tobago,16540.074
United Kingdom,Tunisia,16662.214999999997
United Kingdom,Turkey,727033.0390000002
United Kingdom,USA,10942727.215000004
United Kingdom,Uganda,16709.943999999996
United Kingdom,Ukraine,99253.67399999998
United Kingdom,United Arab Emirates,999297.7549999998
United Kingdom,United Rep. of Tanzania,63690.27500000002
United Kingdom,Uruguay,4696.936
United Kingdom,Uzbekistan,1942.2679999999998
United Kingdom,Viet Nam,30341.46000000001
United Kingdom,Yemen,21374.941000000003
United Kingdom,Zambia,48940.89300000001
United Kingdom,Zimbabwe,53823.80800000001
United Rep. of Tanzania,Kenya,2163.705
United Rep. of Tanzania,Malawi,2285.7259999999997
United Rep. of Tanzania,Uganda,99210.53100000002
United Rep. of Tanzania,Zambia,1911.4639999999997
Uruguay,Angola,8907.3
Uruguay,Argentina,26343.078999999998
Uruguay,Brazil,137110.17899999997
Uzbekistan,Afghanistan,7107.673999999999
Uzbekistan,Jordan,1401.611
Uzbekistan,Kazakhstan,13617.949000000002
Uzbekistan,Kyrgyzstan,1198.113
Uzbekistan,Russian Federation,15084.751999999999
Uzbekistan,Tajikistan,3131.92
Uzbekistan,Turkey,2845.441
Uzbekistan,Ukraine,2801.6609999999996
Uzbekistan,United Arab Emirates,5106.5289999999995
Venezuela,USA,1494.8190000000002
Viet Nam,Angola,2368.42
Viet Nam,Australia,13815.775000000001
Viet Nam,Belgium,1472.9040000000002
Viet Nam,Brazil,2981.725
Viet Nam,Cambodia,4011.913
Viet Nam,Canada,22332.627
Viet Nam,Chile,6031.142
Viet Nam,China,203234.09100000001
Viet Nam,Czechia,25786.321999999996
Viet Nam,Denmark,1848.366
Viet Nam,Finland,7060.306999999999
Viet Nam,France,4865.9130000000005
Viet Nam,Germany,25396.746999999996
Viet Nam,India,35350.784
Viet Nam,Indonesia,72595.053
Viet Nam,Italy,1359.862
Viet Nam,Japan,488427.605
Viet Nam,Kuwait,1136.7200000000003
Viet Nam,Lao People's Dem. Rep.,1663.5079999999996
Viet Nam,Lithuania,2438.162
Viet Nam,Malaysia,3796.9120000000003
Viet Nam,Mexico,87738.637
Viet Nam,Myanmar,1928.9610000000002
Viet Nam,Netherlands,9083.585
Viet Nam,New Zealand,1383.0189999999998
Viet Nam,Other Asia,2976.354
Viet Nam,Pakistan,1948.3929999999998
Viet Nam,Philippines,4562.3060000000005
Viet Nam,Poland,5024.119
Viet Nam,Rep. of Korea,65710.57299999999
Viet Nam,Romania,2472.14
Viet Nam,Singapore,9293.587000000001
Viet Nam,Slovakia,1411.4770000000003
Viet Nam,Thailand,126021.23500000002
Viet Nam,Turkey,2815.459
Viet Nam,USA,196345.12900000002
Viet Nam,United Arab Emirates,1581.5550000000003
Viet Nam,United Kingdom,5897.463999999998
Zambia,Congo,1048.526
Zambia,Dem. Rep. of the Congo,13495.089000000002
Zambia,Mozambique,1214.431
Zambia,South Africa,2403.975000000001
Zambia,United Rep. of Tanzania,1158.4250000000002
Zambia,Zimbabwe,5711.620999999999
