exp,imp,v
Kenya,Netherlands,0.247
Kenya,Norway,7.531000000000001
Kenya,Poland,0.218
Kenya,Saudi Arabia,0.018000000000000002
Kenya,Serbia,0.042
Kenya,Seychelles,0.127
Kenya,Singapore,0.043
Kenya,Somalia,6.774
Kenya,Switzerland,0.228
Kenya,United Arab Emirates,0.382
Kenya,United Kingdom,2.904
Rep. of Korea,China,1.9780000000000002
Rep. of Korea,Japan,50.78
Rep. of Korea,Mongolia,2.339
Rep. of Korea,Switzerland,3.0469999999999997
Kuwait,France,1.993
Kuwait,Iran,7.9
Kuwait,Iraq,30775.007
Kuwait,Jordan,90.083
Kuwait,Qatar,24.318
Kuwait,Saudi Arabia,414.279
Kyrgyzstan,Kazakhstan,0.17300000000000001
Kyrgyzstan,Uzbekistan,18.56
Lao People's Dem. Rep.,China,18.799
Lao People's Dem. Rep.,Viet Nam,8793.683
Lao People's Dem. Rep.,Thailand,299.48400000000004
Lebanon,Bahrain,0.113
Lebanon,Guinea,0.165
Lebanon,Jordan,103.51299999999999
Lebanon,Kuwait,1.4980000000000002
Lebanon,Qatar,2.012
Lebanon,Saudi Arabia,2.093
Lebanon,Syria,21394.967
Lebanon,United Arab Emirates,7.306
Latvia,Denmark,0.027999999999999997
Latvia,Estonia,3451.2209999999995
Latvia,Finland,0.013999999999999999
Latvia,Lithuania,4285.657
Latvia,Netherlands,78.22800000000001
Latvia,Poland,78.05
Latvia,United Kingdom,0.013999999999999999
Lithuania,Belarus,354.55800000000005
Lithuania,Denmark,0.225
Lithuania,Estonia,473.836
Lithuania,Finland,2.9539999999999997
Lithuania,France,66.376
Lithuania,Hungary,13.838
Lithuania,Ireland,0.46799999999999997
Lithuania,Italy,35.321
Lithuania,Latvia,9386.359
Lithuania,Rep. of Moldova,0.115
Lithuania,Netherlands,17.604
Lithuania,Norway,0.004
Lithuania,Poland,83.52
Lithuania,Romania,726.2689999999999
Lithuania,Russian Federation,22.846999999999998
Lithuania,Sweden,0.157
Lithuania,United Kingdom,0.036000000000000004
Luxembourg,Azerbaijan,0.457
Luxembourg,Belgium,116.288
Luxembourg,France,33.464
Luxembourg,Germany,120.609
Luxembourg,Lebanon,0.16
Luxembourg,Netherlands,21.06
Luxembourg,Niger,3.13
Madagascar,Comoros,1.815
Madagascar,Czechia,41.528
Madagascar,France,25.021
Madagascar,Italy,3.065
Madagascar,Japan,3.178
Madagascar,Mauritius,2.48
Madagascar,Switzerland,0.40299999999999997
Malawi,South Africa,0.151
Malawi,Zimbabwe,0.292
Malaysia,Brunei Darussalam,713.502
Malaysia,Canada,0.01
Malaysia,China,12.815
Malaysia,Kuwait,0.9359999999999999
Malaysia,Maldives,16.327
Malaysia,Oman,0.226
Malaysia,Qatar,0.07200000000000001
Malaysia,Singapore,8688.46
Malaysia,United Kingdom,0.584
Mali,Mauritania,3.728
Malta,Netherlands,0.297
Malta,Spain,7.347
Mauritius,Ukraine,0.016
Mexico,Albania,398.371
Mexico,Austria,89.874
Mexico,Belgium,992.763
Mexico,Bosnia Herzegovina,1427.271
Mexico,Belarus,1055.53
Mexico,Canada,13989.108999999999
Mexico,Costa Rica,0.06
Mexico,Czechia,486.01
Mexico,Estonia,7.029
Mexico,France,634.756
Mexico,Georgia,149.857
Mexico,Germany,193.424
Mexico,Greece,28.445999999999998
Mexico,Guatemala,1.245
Mexico,Israel,22.833000000000002
Mexico,Italy,6619.691
Mexico,Japan,23014.879
Mexico,Kazakhstan,11.415
Mexico,Rep. of Korea,7562.303000000001
Mexico,Malta,14.042
Mexico,Rep. of Moldova,83.61200000000001
Mexico,Montenegro,114.51100000000001
Mexico,Morocco,63.281000000000006
Mexico,Netherlands,6183.0419999999995
Mexico,New Zealand,8748.586
Mexico,Norway,173.64700000000002
Mexico,Poland,867.1030000000001
Mexico,Portugal,434.954
Mexico,Qatar,13.249
Mexico,Russian Federation,7927.352
Mexico,Serbia,2752.7140000000004
Mexico,Singapore,1195.336
Mexico,Slovakia,3024.715
Mexico,Slovenia,13.841
Mexico,Spain,5354.130999999999
Mexico,Switzerland,4205.299
Mexico,United Arab Emirates,0.821
Mexico,Ukraine,8290.718
Mexico,United Kingdom,4721.98
Mexico,USA,232883.745
Other Asia,China,48.896
Other Asia,China,1.359
Other Asia,Japan,2497.426
Other Asia,China,0.14800000000000002
Other Asia,Palau,0.20600000000000002
Other Asia,Singapore,0.598
Other Asia,United Arab Emirates,16.182000000000002
Other Asia,United Kingdom,7.497999999999999
Montenegro,Bosnia Herzegovina,30.654
Montenegro,France,3.4019999999999997
Morocco,Mauritania,83.47399999999999
Morocco,Spain,29.266
Morocco,Switzerland,0.33899999999999997
Mozambique,France,70.192
Mozambique,Liberia,0.23
Mozambique,Malawi,4.667
Mozambique,Saudi Arabia,304.899
Mozambique,Singapore,0.205
Mozambique,South Africa,24287.741
Mozambique,Swaziland,236.34
Mozambique,Switzerland,14.582
Oman,Austria,1.516
Oman,Bahrain,0.29100000000000004
Oman,China,0.624
Oman,Germany,1.344
Oman,Greece,1.895
Oman,Iran,2.1790000000000003
Oman,Italy,2.715
Oman,Japan,0.085
Oman,Jordan,232.71
Oman,Kuwait,1.097
Oman,Netherlands,0.423
Oman,Philippines,0.247
Oman,Qatar,123.81700000000001
Oman,Saudi Arabia,75.084
Oman,India,16.868
Oman,Singapore,0.262
Oman,Switzerland,0.111
Oman,United Arab Emirates,6.517
Oman,Egypt,0.026000000000000002
Oman,USA,0.84
Namibia,Angola,0.040999999999999995
Netherlands,Albania,13.258
Netherlands,Antigua and Barbuda,0.035
Netherlands,Azerbaijan,0.17300000000000001
Netherlands,Australia,0.036000000000000004
Netherlands,Austria,6489.014
Netherlands,Belgium,73204.25099999999
Netherlands,Bosnia Herzegovina,42.748000000000005
Netherlands,Bulgaria,108.03200000000001
Netherlands,Belarus,9.04
Netherlands,China,15.133
Netherlands,Costa Rica,108.47
Netherlands,Croatia,5419.776
Netherlands,Cyprus,192.453
Netherlands,Czechia,11084.312
Netherlands,Denmark,20513.791
Netherlands,Estonia,48.145
Netherlands,Finland,696.937
Netherlands,France,9362.763
Netherlands,Georgia,4.978
Netherlands,Germany,28117.752999999997
Netherlands,Gibraltar,0.139
Netherlands,Greece,5.984
Netherlands,China,0.011000000000000001
Netherlands,Hungary,1007.3919999999999
Netherlands,Iceland,1.379
Netherlands,Iran,222.57
Netherlands,Iraq,1.304
Netherlands,Ireland,196.88400000000001
Netherlands,Italy,5685.57
Netherlands,Kazakhstan,0.28300000000000003
Netherlands,Kenya,15.681
Netherlands,Kuwait,25.593000000000004
Netherlands,Lebanon,2.349
Netherlands,Latvia,1905.4129999999998
Netherlands,Lithuania,598.738
Netherlands,Luxembourg,44.638000000000005
Netherlands,Malaysia,18.587
Netherlands,Maldives,3.015
Netherlands,Malta,56.36
Netherlands,Rep. of Moldova,31.566
Netherlands,Oman,0.155
Netherlands,New Zealand,4.851
Netherlands,Norway,253.803
Netherlands,Poland,9662.768
Netherlands,Portugal,248.546
Netherlands,Romania,8548.367
Netherlands,Saint Lucia,8.265
Netherlands,Saudi Arabia,1.213
Netherlands,Serbia,126.584
Netherlands,Singapore,0.6579999999999999
Netherlands,Slovakia,1495.736
Netherlands,Slovenia,55.611999999999995
Netherlands,South Africa,28.764
Netherlands,Spain,1818.665
Netherlands,Sweden,12467.792
Netherlands,Switzerland,47.726000000000006
Netherlands,United Arab Emirates,0.184
Netherlands,Tunisia,1.474
Netherlands,Turkey,12.37
Netherlands,Ukraine,27.149
Netherlands,United Kingdom,6512.276
Netherlands,USA,13.933
New Zealand,Chile,0.11
New Zealand,Cook Isds,0.151
New Zealand,Fiji,4.5889999999999995
New Zealand,French Polynesia,7.513
New Zealand,China,49.735
New Zealand,Vanuatu,0.062
New Zealand,Norfolk Isds,0.048
New Zealand,Palau,0.32799999999999996
New Zealand,Papua New Guinea,0.022000000000000002
New Zealand,Singapore,4.6930000000000005
New Zealand,Spain,938.815
New Zealand,Tonga,36.468
New Zealand,USA,1.66
Nicaragua,Austria,449.48400000000004
Nicaragua,Belgium,198.40599999999998
Nicaragua,Bosnia Herzegovina,26.289
Nicaragua,Belarus,12.25
Nicaragua,Canada,80.76100000000001
Nicaragua,Costa Rica,0.623
Nicaragua,Czechia,3724.887
Nicaragua,El Salvador,1389.434
Nicaragua,France,13.071
Nicaragua,Germany,24138.656000000003
Nicaragua,Greece,11.248
Nicaragua,Honduras,56.108999999999995
Nicaragua,Ireland,429.418
Nicaragua,Rep. of Korea,0.002
Nicaragua,Rep. of Moldova,45.14
Nicaragua,Netherlands,7802.7480000000005
Nicaragua,Norway,11.925999999999998
Nicaragua,Poland,1667.912
Nicaragua,Russian Federation,0.008
Nicaragua,Slovakia,2112.776
Nicaragua,Sweden,235.447
Nicaragua,Switzerland,1581.53
Nicaragua,Ukraine,1208.5810000000001
Nicaragua,United Kingdom,3051.998
Nicaragua,USA,7280.106
Niger,Georgia,0.023
Nigeria,Belgium,0.047
Nigeria,Burundi,0.009000000000000001
Nigeria,Georgia,0.11199999999999999
Nigeria,Luxembourg,0.322
Nigeria,Netherlands,69.717
Nigeria,Niger,3.338
Nigeria,Norway,0.311
Nigeria,South Africa,0.418
Nigeria,United Arab Emirates,0.638
Nigeria,Egypt,1.092
Norway,Iceland,0.077
Norway,Namibia,0.14300000000000002
Pakistan,Afghanistan,21454.371
Pakistan,Austria,1.058
Pakistan,Bahrain,0.591
Pakistan,Germany,49.376000000000005
Pakistan,Kuwait,0.35700000000000004
Pakistan,Slovenia,0.027999999999999997
Pakistan,United Arab Emirates,1.567
Pakistan,United Kingdom,4.082
Pakistan,Uzbekistan,11.940999999999999
Panama,Austria,2846.3
Panama,Belgium,20.593000000000004
Panama,Bosnia Herzegovina,221.30700000000002
Panama,Belarus,2077.87
Panama,Czechia,9077.604
Panama,Estonia,858.572
Panama,Finland,16151.096000000001
Panama,France,1454.754
Panama,Georgia,14.731
Panama,Germany,8781.056999999999
Panama,Greece,75.922
Panama,Greenland,0.606
Panama,Guatemala,0.5539999999999999
Panama,Iceland,118.103
Panama,Ireland,735.677
Panama,Italy,3397.958
Panama,Kazakhstan,152.119
Panama,Lithuania,0.201
Panama,Luxembourg,1252.105
Panama,Rep. of Moldova,30.186999999999998
Panama,Netherlands,210434.807
Panama,New Zealand,514.653
Panama,Norway,899.783
Panama,Poland,4380.602
Panama,Russian Federation,156.914
Panama,Serbia,683.437
Panama,Slovakia,1358.4389999999999
Panama,Slovenia,0.385
Panama,Sweden,10348.552
Panama,Switzerland,12339.034
Panama,Turkey,653.3380000000001
Panama,Ukraine,4477.504
Panama,United Kingdom,14252.45
Panama,USA,1269.896
Paraguay,Argentina,8114.904
Peru,Afghanistan,12.288
Peru,Austria,10793.524
Peru,Belgium,15973.538
Peru,Bosnia Herzegovina,20.409000000000002
Peru,Brazil,0.263
Peru,Belarus,110.809
Peru,Canada,2136.053
Peru,Chile,215.36900000000003
Peru,China,4.463
Peru,Colombia,56.051
Peru,Costa Rica,7.9879999999999995
Peru,Czechia,16.259
Peru,Estonia,3.608
Peru,Finland,7214.601
Peru,France,519.258
Peru,Germany,23570.11
Peru,China,4.33
Peru,Italy,3594.136
Peru,Japan,4708.293
Peru,Rep. of Korea,12456.478000000001
Peru,Luxembourg,786.375
Peru,Mexico,483.976
Peru,Netherlands,55627.34099999999
Peru,Aruba,0.015
Peru,Norway,26.006999999999998
Peru,Panama,6308.0019999999995
Peru,Poland,377.53
Peru,Portugal,250.183
Peru,Serbia,1.956
Peru,Slovakia,59.443000000000005
Peru,Slovenia,278.844
Peru,Spain,109.027
Peru,Switzerland,6747.460999999999
Peru,United Kingdom,2803.5679999999998
Peru,USA,47546.097
Philippines,Australia,21.988000000000003
Philippines,Austria,70.393
Philippines,Bahrain,804.695
Philippines,Belgium,74.46
Philippines,Brazil,225.132
Philippines,Brunei Darussalam,62.73
Philippines,Canada,406.301
Philippines,Chile,87.741
Philippines,China,597651.5160000001
Philippines,Costa Rica,21.339000000000002
Philippines,Croatia,44.4
Philippines,Czechia,19.817
Philippines,El Salvador,9.925
Philippines,Estonia,21.936999999999998
Philippines,Finland,0.023
Philippines,France,110.133
Philippines,Germany,204.859
Philippines,Greenland,0.183
Philippines,Guam,143.314
Philippines,China,44835.185
Philippines,Iceland,1.983
Philippines,Iran,48602.787000000004
Philippines,Iraq,11660.41
Philippines,Italy,16.127
Philippines,Japan,768954.4770000001
Philippines,Jordan,65.34100000000001
Philippines,Rep. of Korea,279795.863
Philippines,Kuwait,22308.71
Philippines,Lebanon,0.152
Philippines,Luxembourg,1.5590000000000002
Philippines,China,2678.719
Philippines,Malawi,0.062
Philippines,Malaysia,6806.268
Philippines,Mongolia,1733.092
Philippines,Montenegro,3.6689999999999996
Philippines,Morocco,35.982
Philippines,Oman,2765.525
Philippines,Netherlands,2.9989999999999997
Philippines,New Zealand,8911.009
Philippines,Norway,39.129
Philippines,N. Mariana Isds,217.343
Philippines,Palau,0.006999999999999999
Philippines,Qatar,133.555
Philippines,Russian Federation,1154.9560000000001
Philippines,Saudi Arabia,79504.51
Philippines,Seychelles,0.963
Philippines,Singapore,16704.471
Philippines,Slovakia,1.1059999999999999
Philippines,Slovenia,3.036
Philippines,South Africa,2.371
Philippines,Sweden,85.081
Philippines,Switzerland,10.117
Philippines,Thailand,0.028999999999999998
Philippines,United Arab Emirates,42629.914000000004
Philippines,Tunisia,3.927
Philippines,Turkey,21.43
Philippines,Ukraine,7.67
Philippines,United Kingdom,183.862
Philippines,USA,3746.565
Pitcairn,New Zealand,0.021
Poland,Austria,56.83
Poland,Belgium,24.932
Poland,Bulgaria,17.090999999999998
Poland,Croatia,331.54400000000004
Poland,Czechia,6020.496999999999
Poland,Denmark,0.215
Poland,Estonia,33.789
Poland,France,20.706999999999997
Poland,Germany,818.8530000000001
Poland,Hungary,272.163
Poland,Ireland,2.861
Poland,Italy,2.0869999999999997
Poland,Rep. of Korea,0.015
Poland,Latvia,10923.698999999999
Poland,Lithuania,6131.766
Poland,Netherlands,463.449
Poland,Norway,0.20800000000000002
Poland,Romania,27947.801
Poland,Slovakia,3767.12
Poland,Slovenia,163.08700000000002
Poland,Sweden,12.919
Poland,Switzerland,0.079
Poland,Ukraine,1.954
Poland,United Kingdom,10.902999999999999
Portugal,Angola,0.92
Portugal,Belgium,10.386
Portugal,Canada,0.105
Portugal,Cabo Verde,2.802
Portugal,France,42.629
Portugal,Germany,13.159
Portugal,Italy,305.64
Portugal,Luxembourg,21.534000000000002
Portugal,Mozambique,0.015
Portugal,Netherlands,1.867
Portugal,Guinea-Bissau,0.087
Portugal,Spain,4054.51
Portugal,Switzerland,5.676
Portugal,United Kingdom,6.0489999999999995
Romania,Bulgaria,5.9
Romania,Czechia,16.055999999999997
Romania,France,37.327
Romania,Germany,8.982999999999999
Romania,Hungary,141.204
Romania,Ireland,457.73800000000006
Romania,Rep. of Korea,0.001
Romania,Netherlands,12.109000000000002
Romania,Spain,9.465
Romania,United Kingdom,0.013000000000000001
Russian Federation,Azerbaijan,1.556
Russian Federation,Armenia,35.848
Russian Federation,Belarus,28901.069
Russian Federation,Estonia,10.917
Russian Federation,Japan,0.027000000000000003
Russian Federation,Kazakhstan,13881.34
Russian Federation,Kyrgyzstan,2656.553
Russian Federation,Mongolia,16.394000000000002
Russian Federation,Ukraine,2630.1259999999997
Russian Federation,Uzbekistan,52.119
Rwanda,Belgium,9.081
Rwanda,France,0.012
Rwanda,Oman,0.017
Rwanda,Norway,0.871
Rwanda,United Arab Emirates,0.049
Rwanda,United Kingdom,2.707
Saint Lucia,Antigua and Barbuda,986.247
Saint Lucia,Barbados,572.251
Saint Lucia,Canada,2.373
Saint Lucia,Dominica,0.055
Saint Lucia,Saint Maarten,33.422
Saint Lucia,Saint Kitts and Nevis,153.925
Saint Lucia,Trinidad and Tobago,299.128
Saint Lucia,United Kingdom,5946.210999999999
Saint Lucia,USA,4.095
Saint Pierre and Miquelon,France,0.41100000000000003
Saudi Arabia,Jordan,4051.986
Saudi Arabia,United Arab Emirates,65.706
Senegal,Russian Federation,0.423
Serbia,Albania,14.058
Serbia,Bosnia Herzegovina,173.525
Serbia,Hungary,0.017
Serbia,Italy,57.996
Serbia,Slovenia,176.36700000000002
Serbia,TFYR of Macedonia,98.54700000000001
Seychelles,South Africa,6869.781999999999
India,Afghanistan,1473.911
India,Andorra,0.479
India,Argentina,0.025
India,Australia,1.915
India,Austria,1.421
India,Bahamas,0.006999999999999999
India,Bahrain,243.49400000000003
India,Brazil,0.025
India,Cambodia,1.841
India,Canada,27.608
India,Cayman Isds,0.004
India,Sri Lanka,0.162
India,China,0.004
India,Czechia,0.215
India,France,0.47
India,Germany,193.81400000000002
India,China,0.6559999999999999
India,Indonesia,0.045
India,Iran,9770.991
India,Iraq,3757.76
India,Ireland,59.453
India,Italy,9.088
India,Japan,5.728
India,Jordan,0.9079999999999999
India,Kenya,0.01
India,Rep. of Korea,22.566
India,Kuwait,8189.435
India,Latvia,0.012
India,Liberia,0.033
India,Luxembourg,0.17300000000000001
India,Madagascar,0.006
India,Malaysia,639.6519999999999
India,Maldives,1113.798
India,Mali,0.109
India,Malta,0.003
India,Mauritius,0.008
India,Morocco,0.003
India,Oman,5952.178000000001
India,Nepal,3405.716
India,Netherlands,9.148
India,New Zealand,60.398
India,Nigeria,9.295
India,Norway,0.28
India,Pakistan,264.78700000000003
India,Panama,0.8009999999999999
India,Poland,34.034
India,Qatar,1010.278
India,Russian Federation,0.005
India,Saint Helena,0.064
India,Saudi Arabia,4450.427
India,Singapore,1053.729
India,Sweden,1.3940000000000001
India,Switzerland,2.5340000000000003
India,Thailand,0.359
India,United Arab Emirates,16364.232
India,Turkey,0.05
India,Ukraine,0.883
India,Egypt,0.084
India,United Kingdom,17.421
India,USA,92.664
Singapore,Brunei Darussalam,1.859
Singapore,Myanmar,1.784
Singapore,Sri Lanka,0.094
Singapore,Indonesia,3.0380000000000003
Singapore,Rep. of Korea,0.002
Singapore,Malaysia,3.532
Singapore,Maldives,0.627
Singapore,Oman,67.818
Slovakia,Croatia,94.148
Slovakia,Czechia,170.169
Slovakia,Germany,0.165
Slovakia,Greece,16.730999999999998
Slovakia,Hungary,11601.176000000001
Slovakia,Netherlands,1.198
Slovakia,Poland,2.228
Viet Nam,Australia,146.614
Viet Nam,Armenia,17.724
Viet Nam,Belgium,11.039000000000001
Viet Nam,Myanmar,0.706
Viet Nam,Belarus,60.059
Viet Nam,Canada,33.516999999999996
Viet Nam,Chile,9.64
Viet Nam,China,80580.095
Viet Nam,Czechia,3.634
Viet Nam,Dominican Rep.,2.244
Viet Nam,Estonia,11.05
Viet Nam,Finland,0.04
Viet Nam,France,3.346
Viet Nam,Germany,16.601
Viet Nam,China,7.37
Viet Nam,Iceland,0.6729999999999999
Viet Nam,Israel,78.75
Viet Nam,Italy,32.25
Viet Nam,Japan,2545.0460000000003
Viet Nam,Rep. of Korea,4245.7029999999995
Viet Nam,Lithuania,13.174000000000001
Viet Nam,China,3.029
Viet Nam,Malaysia,703.082
Viet Nam,Maldives,14.558
Viet Nam,Other Asia,101.55799999999999
Viet Nam,Mongolia,29.09
Viet Nam,Netherlands,25.658
Viet Nam,New Zealand,5.317
Viet Nam,Norway,0.131
Viet Nam,Qatar,16.94
Viet Nam,Russian Federation,1669.7379999999998
Viet Nam,Saudi Arabia,10.784
Viet Nam,Singapore,263.03
Viet Nam,South Africa,51.66
Viet Nam,Spain,3.5639999999999996
Viet Nam,Sweden,4.423
Viet Nam,Switzerland,55.31399999999999
Viet Nam,Thailand,4.762
Viet Nam,United Arab Emirates,25.935
Viet Nam,Ukraine,65.676
Viet Nam,United Kingdom,9.262
Viet Nam,USA,74.796
Slovenia,Austria,161.10399999999998
Slovenia,Bosnia Herzegovina,0.938
Slovenia,Bulgaria,1020.73
Slovenia,Croatia,25419.12
Slovenia,Greece,134.52200000000002
Slovenia,Hungary,765.6089999999999
Slovenia,Italy,3506.7740000000003
Slovenia,Latvia,342.199
Slovenia,Netherlands,20.928
Slovenia,Poland,42.213
Slovenia,Romania,5543.1230000000005
Slovenia,Serbia,7.694
South Africa,Austria,2.346
South Africa,Botswana,3036.6679999999997
South Africa,Dem. Rep. of the Congo,0.076
South Africa,France,159.632
South Africa,Germany,22.623
South Africa,Italy,143.314
South Africa,Kenya,0.111
South Africa,Lesotho,674.753
South Africa,Luxembourg,7.476
South Africa,Malawi,5.744
South Africa,Maldives,0.541
South Africa,Mauritius,0.125
South Africa,Mozambique,15.341
South Africa,Namibia,2926.325
South Africa,Netherlands,26.116
South Africa,Norway,0.385
South Africa,Poland,0.051
South Africa,Saudi Arabia,12.905999999999999
South Africa,Zimbabwe,5.251
South Africa,Spain,2.168
South Africa,Swaziland,179.55200000000002
South Africa,Switzerland,3.862
South Africa,United Arab Emirates,0.047
South Africa,United Rep. of Tanzania,1.995
South Africa,USA,5.699
South Africa,Samoa,8.129
South Africa,Zambia,4.495
Zimbabwe,Botswana,0.8
Zimbabwe,Maldives,0.011000000000000001
Zimbabwe,South Africa,763.5189999999999
Zimbabwe,United Arab Emirates,0.077
Zimbabwe,Zambia,6.768
Spain,Andorra,108.25299999999999
Spain,Austria,188.915
Spain,Bahrain,0.044000000000000004
Spain,Belgium,11933.22
Spain,Bulgaria,0.261
Spain,Belarus,15.284
Spain,Canada,0.006
Spain,Cabo Verde,29.273000000000003
Spain,China,17.271
Spain,Croatia,4.364
Spain,Cyprus,0.9059999999999999
Spain,Czechia,0.15
Spain,Denmark,26.396
Spain,France,13286.811000000002
Spain,Germany,1095.62
Spain,Gibraltar,374.292
Spain,Greece,0.086
Spain,Ireland,6.604
Spain,Italy,2559.657
Spain,Japan,1.827
Spain,Luxembourg,0.431
Spain,Malta,62.443000000000005
Spain,Mauritania,23.398000000000003
Spain,Mexico,26.145
Spain,Morocco,559.62
Spain,Netherlands,1330.265
Spain,New Zealand,0.067
Spain,Norway,35.992
Spain,Poland,11.75
Spain,Portugal,79129.06599999999
Spain,Romania,599.701
Spain,Saudi Arabia,0.535
Spain,Slovakia,1.745
Spain,Slovenia,0.602
Spain,Sweden,90.90100000000001
Spain,Switzerland,2325.127
Spain,United Arab Emirates,0.039
Spain,Tunisia,3.569
Spain,United Kingdom,33.091
Sudan,Bahrain,9.0
Sudan,Greece,0.2
Sudan,Jordan,4093.7790000000005
Sudan,Kuwait,30.954
Sudan,Oman,6.9
Sudan,Saudi Arabia,42.701
Sudan,Egypt,208.81900000000002
Suriname,Austria,1586.839
Suriname,Belgium,33083.919
Suriname,Belarus,635.609
Suriname,Estonia,505.145
Suriname,France,9501.57
Suriname,Germany,30.081
Suriname,Ireland,78.255
Suriname,Morocco,19.877
Suriname,Poland,14.687000000000001
Suriname,Spain,2620.724
Suriname,Switzerland,0.023
Swaziland,Netherlands,8.071
Swaziland,Rwanda,8.407
Swaziland,South Africa,2811.5040000000004
Sweden,Belgium,123.279
Sweden,Czechia,329.89599999999996
Sweden,Denmark,10695.27
Sweden,Finland,13.565999999999999
Sweden,France,4731.589
Sweden,Germany,1029.976
Sweden,China,0.69
Sweden,Netherlands,3667.4640000000004
Sweden,Norway,196.832
Sweden,Poland,53.754
Sweden,Portugal,196.63
Sweden,Romania,0.7829999999999999
Sweden,Spain,170.933
Sweden,United Kingdom,890.927
Switzerland,Canada,9.389
Switzerland,France,0.25
Switzerland,Iceland,4.427
Switzerland,Netherlands,12.227
Switzerland,Sweden,6.7860000000000005
Syria,Lebanon,15.203
Thailand,Argentina,2.716
Thailand,Australia,90.322
Thailand,Austria,3.793
Thailand,Bahrain,0.023
Thailand,Bangladesh,0.019
Thailand,Belgium,0.12
Thailand,Brunei Darussalam,116.31200000000001
Thailand,Myanmar,0.541
Thailand,Canada,35.391
Thailand,China,23003.392000000003
Thailand,Costa Rica,0.009000000000000001
Thailand,Czechia,1.3559999999999999
Thailand,Denmark,76.12899999999999
Thailand,Estonia,22.967
Thailand,Finland,1.6540000000000001
Thailand,France,31.129
Thailand,Germany,106.45
Thailand,China,1414.611
Thailand,Hungary,0.054000000000000006
Thailand,Iceland,1.984
Thailand,Indonesia,32.453
Thailand,Iran,19.48
Thailand,Iraq,97.44200000000001
Thailand,Ireland,0.204
Thailand,Israel,44.263000000000005
Thailand,Italy,7.494
Thailand,Japan,2453.701
Thailand,Rep. of Korea,39.208
Thailand,Kuwait,0.769
Thailand,Lao People's Dem. Rep.,243.967
Thailand,Lebanon,0.214
Thailand,Luxembourg,0.649
Thailand,China,14.919
Thailand,Malaysia,535.06
Thailand,Maldives,47.472
Thailand,Mexico,0.049
Thailand,Other Asia,4.02
Thailand,Mongolia,23.787
Thailand,Netherlands,15.183
Thailand,New Zealand,46.836000000000006
Thailand,Norway,125.041
Thailand,Poland,36.53
Thailand,Qatar,1.0959999999999999
Thailand,Russian Federation,7.319
Thailand,Singapore,365.23800000000006
Thailand,Slovakia,3.3539999999999996
Thailand,Viet Nam,179.855
Thailand,Slovenia,0.092
Thailand,South Africa,0.073
Thailand,Spain,0.013999999999999999
Thailand,Sweden,3.97
Thailand,Switzerland,260.905
Thailand,United Arab Emirates,25.487
Thailand,Turkey,15.359000000000002
Thailand,Ukraine,5.079
Thailand,United Kingdom,150.70600000000002
Thailand,USA,2880.5370000000003
Togo,Belgium,0.24100000000000002
Togo,Benin,14.167
Togo,Switzerland,0.564
Tonga,New Zealand,0.253
United Arab Emirates,Afghanistan,1088.531
United Arab Emirates,Bahrain,69.87
United Arab Emirates,Djibouti,0.10099999999999999
United Arab Emirates,Georgia,76.514
United Arab Emirates,Iran,970.2439999999999
United Arab Emirates,Iraq,0.15
United Arab Emirates,Kenya,0.419
United Arab Emirates,Kuwait,335.282
United Arab Emirates,Maldives,115.62899999999999
United Arab Emirates,Oman,3546.901
United Arab Emirates,Saudi Arabia,445.376
United Arab Emirates,Seychelles,1.145
United Arab Emirates,India,2.178
Tunisia,Finland,3.53
Tunisia,United Arab Emirates,26.018
Turkey,Bulgaria,11.515999999999998
Turkey,Canada,0.086
Turkey,Cyprus,9.95
Turkey,Czechia,0.039
Turkey,Georgia,1316.2820000000002
Turkey,Germany,364.95099999999996
Turkey,Iraq,3.0989999999999998
Turkey,Lebanon,163.08
Turkey,Luxembourg,0.025
Turkey,Maldives,3.432
Turkey,Saudi Arabia,0.7290000000000001
Turkey,United Arab Emirates,0.6609999999999999
Turkey,TFYR of Macedonia,0.408
Turkey,United Kingdom,2.351
Turkey,USA,0.15
Turkey,Uzbekistan,133.0
Uganda,Austria,22.893
Uganda,Belgium,8.024
Uganda,Canada,472.48199999999997
Uganda,Czechia,13.752
Uganda,Denmark,0.059000000000000004
Uganda,Estonia,5.572
Uganda,France,2.674
Uganda,Germany,207.002
Uganda,Hungary,0.079
Uganda,Ireland,0.016
Uganda,Kenya,186.855
Uganda,Kuwait,8.888
Uganda,Luxembourg,1.188
Uganda,Maldives,0.213
Uganda,Netherlands,11.605
Uganda,Norway,1.5819999999999999
Uganda,Rwanda,4.6080000000000005
Uganda,Saudi Arabia,12.509
Uganda,South Africa,1.6369999999999998
Uganda,South Sudan,15.577
Uganda,Sweden,0.946
Uganda,Switzerland,107.2
Uganda,United Arab Emirates,22.025
Uganda,Ukraine,0.6859999999999999
Uganda,United Kingdom,534.197
Uganda,USA,0.315
Ukraine,Antigua and Barbuda,0.061
Ukraine,Austria,1.4140000000000001
Ukraine,Bahamas,0.026000000000000002
Ukraine,Belgium,0.044000000000000004
Ukraine,Bermuda,0.024
Ukraine,Belize,0.028999999999999998
Ukraine,Bulgaria,0.225
Ukraine,Canada,0.10300000000000001
Ukraine,Chile,0.06
Ukraine,China,0.13699999999999998
Ukraine,Cyprus,0.276
Ukraine,France,0.315
Ukraine,Georgia,3.7439999999999998
