exp,imp,v
Czechia,Egypt,1819.261
Czechia,France,40517.574
Czechia,Germany,853219.2099999998
Czechia,Greece,11491.108
Czechia,Hungary,126185.517
Czechia,Italy,272764.69399999996
Czechia,Luxembourg,1675.107
Czechia,Montenegro,1041.901
Czechia,Netherlands,35088.370999999985
Czechia,Poland,153675.776
Czechia,Rep. of Korea,2455.8520000000003
Czechia,Romania,8255.216999999999
Czechia,Russian Federation,7407.927999999999
Czechia,Serbia,34634.29
Czechia,Slovakia,1096007.492
Czechia,Slovenia,9441.648
Czechia,Switzerland,32395.584
Czechia,TFYR of Macedonia,25957.778
Czechia,Turkey,2200.201
Czechia,USA,6259.982000000001
Czechia,Ukraine,83977.52599999998
Czechia,United Arab Emirates,10422.575
Czechia,United Kingdom,25627.709000000003
CÙte d'Ivoire,Angola,6927.733
CÙte d'Ivoire,Belize,1106.277
CÙte d'Ivoire,Benin,3007.745
CÙte d'Ivoire,Burkina Faso,260673.92600000004
CÙte d'Ivoire,Cameroon,65617.474
CÙte d'Ivoire,Gabon,2994.6399999999994
CÙte d'Ivoire,Gambia,69745.118
CÙte d'Ivoire,Ghana,63616.59
CÙte d'Ivoire,Gibraltar,13005.05
CÙte d'Ivoire,Liberia,1508.337
CÙte d'Ivoire,Mali,305060.262
CÙte d'Ivoire,Niger,6476.082000000001
CÙte d'Ivoire,Nigeria,84387.39000000001
CÙte d'Ivoire,Senegal,1668.652
CÙte d'Ivoire,Spain,10810.948999999999
CÙte d'Ivoire,Togo,54604.544
CÙte d'Ivoire,USA,247732.785
Dem. People's Rep. of Korea,Benin,2355.081
Dem. People's Rep. of Korea,China,11391.622
Dem. Rep. of the Congo,Germany,5995.268
Dem. Rep. of the Congo,Rwanda,4516.744
Denmark,Belgium,70991.81899999999
Denmark,Brazil,4760.769
Denmark,Bulgaria,1831.8419999999999
Denmark,Canada,32553.421000000002
Denmark,Estonia,11588.681000000002
Denmark,Finland,73944.58799999997
Denmark,France,4694.527
Denmark,Germany,304353.25
Denmark,Greece,6495.974999999999
Denmark,Greenland,5205.858000000001
Denmark,Iceland,78553.72099999999
Denmark,Ireland,1322.409
Denmark,Italy,4186.6759999999995
Denmark,Montenegro,1612.8339999999998
Denmark,Netherlands,314298.70599999995
Denmark,Norway,471218.19200000004
Denmark,Poland,20100.323
Denmark,Portugal,2108.8589999999995
Denmark,Saudi Arabia,24199.661
Denmark,Singapore,100517.31199999999
Denmark,Spain,67008.641
Denmark,Sweden,1445413.6270000003
Denmark,Turkey,9022.846999999998
Denmark,USA,244875.236
Denmark,Ukraine,3737.109
Denmark,United Kingdom,203914.428
Dominican Rep.,Bermuda,1119.145
Dominican Rep.,Colombia,5040.495
Dominican Rep.,Egypt,54120.312000000005
Dominican Rep.,Haiti,6894.487000000001
Dominican Rep.,Spain,11357.355000000001
Dominican Rep.,Suriname,1022.596
Dominican Rep.,USA,4193.090999999999
Ecuador,Chile,1643.0120000000002
Ecuador,China,2508.92
Ecuador,Colombia,16387.13
Ecuador,El Salvador,78326.019
Ecuador,Guatemala,33236.156
Ecuador,Honduras,58747.89
Ecuador,Japan,1544.26
Ecuador,Mexico,29599.086
Ecuador,Nicaragua,7878.27
Ecuador,Panama,676147.0989999999
Ecuador,Peru,7149.261
Ecuador,USA,59217.827000000005
Egypt,Albania,11574.585
Egypt,Algeria,446443.77900000004
Egypt,Argentina,40598.938
Egypt,Belgium,15165.189
Egypt,Brazil,5174.195
Egypt,Chad,17663.356
Egypt,China,204320.53500000003
Egypt,CÙte d'Ivoire,1166.321
Egypt,Djibouti,8992.955
Egypt,Ethiopia,21883.408
Egypt,Finland,1358.819
Egypt,France,144030.209
Egypt,Georgia,3893.449
Egypt,Germany,49653.234000000004
Egypt,Ghana,19213.713000000003
Egypt,Greece,22798.084
Egypt,India,72784.047
Egypt,Indonesia,1028.119
Egypt,Israel,195101.943
Egypt,Italy,354853.59200000006
Egypt,Japan,193293.12099999998
Egypt,Jordan,206687.40099999998
Egypt,Kenya,2321.3
Egypt,Lebanon,13223.598
Egypt,Libya,19305.495000000003
Egypt,Madagascar,3411.033
Egypt,Malaysia,34071.812999999995
Egypt,Malta,81236.576
Egypt,Mexico,3922.685
Egypt,Morocco,21775.940000000002
Egypt,Netherlands,4851.146
Egypt,Nigeria,46608.866
Egypt,Other Asia,77979.72200000001
Egypt,Pakistan,17529.364999999998
Egypt,Portugal,21840.2
Egypt,Rep. of Korea,221993.22900000002
Egypt,Romania,8764.628
Egypt,Russian Federation,1550.29
Egypt,Saudi Arabia,10106.107
Egypt,Singapore,123597.356
Egypt,Slovenia,78830.757
Egypt,South Africa,19192.052000000003
Egypt,Spain,162960.793
Egypt,State of Palestine,12851.240999999998
Egypt,Sudan,31328.529999999995
Egypt,Thailand,38299.379
Egypt,Togo,3923.743
Egypt,Tunisia,210475.81300000002
Egypt,Turkey,251481.095
Egypt,USA,365882.696
Egypt,Uganda,1996.857
Egypt,Ukraine,7778.826
Egypt,United Arab Emirates,11804.080000000002
Egypt,United Kingdom,69926.561
El Salvador,Belize,15849.64
El Salvador,Costa Rica,20294.412
El Salvador,Dominican Rep.,6656.736
El Salvador,Guatemala,42534.74500000001
El Salvador,Haiti,1723.168
El Salvador,Honduras,15099.856
El Salvador,Jamaica,1976.437
El Salvador,Mexico,2193.153
El Salvador,Nicaragua,64674.35799999999
El Salvador,Panama,3565.413
El Salvador,Spain,10857.465
El Salvador,USA,20962.354
El Salvador,Venezuela,2213.396
Equatorial Guinea,Argentina,19544.89
Equatorial Guinea,Chile,172926.863
Equatorial Guinea,China,399131.721
Equatorial Guinea,CÙte d'Ivoire,8336.96
Equatorial Guinea,Egypt,21338.585
Equatorial Guinea,India,346037.32399999996
Equatorial Guinea,Italy,55026.039000000004
Equatorial Guinea,Japan,43287.525
Equatorial Guinea,Malta,23122.764
Equatorial Guinea,Nigeria,22759.285
Equatorial Guinea,Pakistan,84618.76
Equatorial Guinea,Philippines,12284.254
Equatorial Guinea,Rep. of Korea,27338.21
Equatorial Guinea,Singapore,103322.73300000001
Equatorial Guinea,South Africa,21690.771
Equatorial Guinea,USA,6736.683000000001
Equatorial Guinea,United Kingdom,23498.527000000002
Estonia,Argentina,6500.414
Estonia,Australia,33313.114
Estonia,Belgium,5795.469
Estonia,Burkina Faso,9315.965
Estonia,Canada,46229.263
Estonia,Denmark,7313.670999999999
Estonia,Ecuador,36969.651
Estonia,Egypt,8928.481
Estonia,Finland,66575.726
Estonia,France,7201.737000000001
Estonia,Gibraltar,7384.003000000001
Estonia,Greece,2597.96
Estonia,Guatemala,7715.062
Estonia,India,28099.319
Estonia,Latvia,236945.157
Estonia,Lithuania,13505.354
Estonia,Morocco,2109.177
Estonia,Mozambique,2129.37
Estonia,Namibia,5542.194
Estonia,Netherlands,31049.840000000004
Estonia,Nigeria,86540.41
Estonia,Poland,1307.6009999999999
Estonia,Portugal,6786.999
Estonia,Russian Federation,7531.7429999999995
Estonia,Saudi Arabia,136010.051
Estonia,Senegal,15644.531
Estonia,Singapore,60945.803
Estonia,South Africa,1071.84
Estonia,Spain,19567.657
Estonia,Sweden,4019.3959999999997
Estonia,Switzerland,4084.7750000000005
Estonia,Togo,70736.557
Estonia,Turkey,1143.536
Estonia,USA,74018.173
Estonia,Ukraine,1062.247
Estonia,United Kingdom,7172.005999999999
Fiji,Cook Isds,11697.009999999998
Fiji,Nauru,1775.393
Fiji,Norfolk Isds,3091.321
Fiji,Papua New Guinea,12125.128999999999
Fiji,Tonga,35045.638
Fiji,Tuvalu,2263.885
Fiji,Vanuatu,1707.3229999999999
Fiji,Wallis and Futuna Isds,5854.919000000001
Finland,Argentina,23571.797000000002
Finland,Bahamas,20921.635
Finland,Belarus,3595.119
Finland,Belgium,557655.5780000001
Finland,Brazil,4302.415000000001
Finland,Canada,148180.802
Finland,China,4782.468000000001
Finland,Denmark,81720.90100000001
Finland,Estonia,318918.722
Finland,France,80023.17899999999
Finland,Germany,412459.16599999997
Finland,Ghana,26228.403
Finland,Gibraltar,21003.32
Finland,Iceland,3370.4970000000003
Finland,India,2027.001
Finland,Kazakhstan,15220.117999999999
Finland,Latvia,241867.85199999998
Finland,Lithuania,209925.261
Finland,Mauritania,1446.69
Finland,Morocco,279892.50299999997
Finland,Netherlands,738518.9230000001
Finland,Norway,47518.768
Finland,Poland,57005.172
Finland,Russian Federation,214562.49899999998
Finland,Singapore,3154.371
Finland,South Africa,1438.087
Finland,Spain,21547.82
Finland,Sweden,1910867.6880000005
Finland,Switzerland,4026.1279999999997
Finland,Tunisia,14033.968
Finland,Turkey,6711.6179999999995
Finland,USA,461101.932
Finland,Ukraine,34051.916
Finland,United Arab Emirates,3834.663
Finland,United Kingdom,548183.965
France,Albania,2933.803
France,Algeria,416290.27
France,Andorra,56094.775
France,Angola,7011.288999999998
France,Antigua and Barbuda,2906.289
France,Argentina,7503.053
France,Australia,7484.901
France,Austria,16679.404000000002
France,Bahamas,1367.779
France,Belarus,1987.208
France,Belgium,2662282.74
France,Benin,2523.535
France,Bosnia Herzegovina,2518.798
France,Brazil,149423.355
France,Bulgaria,6334.531999999999
France,Burkina Faso,5946.763
France,Cabo Verde,3064.408
France,Cameroon,12764.657000000003
France,Canada,48434.203
France,Chile,6179.27
France,China,156986.945
France,Colombia,11782.215
France,Congo,10730.478000000003
France,Costa Rica,1045.2210000000002
France,Croatia,4979.482
France,Cuba,1717.665
France,Cyprus,24954.670000000002
France,Czechia,19300.280000000006
France,CÙte d'Ivoire,6571.094000000001
France,Denmark,17918.980000000003
France,Dominican Rep.,2530.751
France,Egypt,51468.264
France,Ethiopia,1243.5
France,Finland,40612.87499999999
France,French Polynesia,1514.241
France,Gabon,7096.0199999999995
France,Germany,1450195.471
France,Ghana,4059.6400000000003
France,Gibraltar,164122.791
France,Greece,28946.71600000001
France,Guatemala,2486.84
France,Guinea,20300.129999999997
France,Hungary,13864.854000000001
France,Iceland,12123.105999999998
France,India,143474.147
France,Indonesia,4442.699000000001
France,Ireland,86211.887
France,Israel,21227.304000000004
France,Italy,2721579.317
France,Japan,118297.53399999999
France,Jordan,101830.32500000001
France,Kazakhstan,3133.9619999999995
France,Kenya,1836.387
France,Kuwait,9508.883
France,Lebanon,78719.88200000001
France,Lithuania,6597.156000000001
France,Luxembourg,105531.36200000001
France,Madagascar,1507.106
France,Malaysia,11182.5
France,Mali,1971.071
France,Malta,5945.236
France,Mauritania,7580.794999999999
France,Mauritius,1570.9469999999997
France,Mexico,38126.69499999999
France,Mongolia,1140.622
France,Morocco,93343.75999999998
France,Namibia,1058.268
France,Netherlands,1695279.3889999997
France,New Caledonia,2838.365
France,New Zealand,2286.68
France,Nicaragua,3153.929
France,Niger,1242.854
France,Nigeria,236705.157
France,Norway,54870.57800000001
France,Oman,44357.696
France,Other Asia,5600.656999999999
France,Pakistan,31186.719
France,Paraguay,7560.335999999999
France,Peru,11684.666000000001
France,Philippines,1122.632
France,Poland,53093.71899999999
France,Portugal,30379.775999999994
France,Qatar,4139.760000000001
France,Rep. of Korea,193100.93600000005
France,Romania,20403.082
France,Russian Federation,35360.66999999999
France,Saint BarthÈlemy,7437.070000000001
France,Saudi Arabia,3156.944
France,Senegal,12168.6
France,Serbia,1978.8090000000002
France,Singapore,79911.176
France,Slovakia,13323.943
France,Slovenia,11367.53
France,South Africa,14589.295999999998
France,Spain,2464490.2630000003
France,Sudan,2777.3680000000004
France,Sweden,54412.884999999995
France,Switzerland,1788693.483
France,TFYR of Macedonia,1401.2369999999999
France,Thailand,6729.201
France,Togo,67272.363
France,Trinidad and Tobago,1110.104
France,Tunisia,235508.10199999998
France,Turkey,60340.07000000001
France,USA,1120586.544
France,Ukraine,55407.398
France,United Arab Emirates,73959.87800000001
France,United Kingdom,1779615.889
France,United Rep. of Tanzania,1207.251
France,Uruguay,1433.6090000000002
France,Uzbekistan,2983.6659999999997
France,Venezuela,3957.688
France,Viet Nam,1986.549
Gabon,France,10401.458
Gabon,Germany,12916.389
Gabon,Italy,32956.059
Gabon,Japan,3932.4840000000004
Gabon,Netherlands,23030.568
Gabon,Sweden,66490.37400000001
Gambia,Mali,2275.074
Gambia,Senegal,6119.465
Georgia,Armenia,8142.017999999999
Georgia,Azerbaijan,3186.604
Georgia,Belarus,1419.8120000000001
Georgia,Egypt,8944.516
Georgia,France,9809.17
Georgia,Iran,1095.9569999999999
Georgia,Italy,15645.92
Georgia,Lebanon,10707.61
Georgia,Malaysia,8197.596
Georgia,Malta,16503.258
Georgia,Russian Federation,1614.1029999999998
Georgia,Turkey,11807.689999999999
Georgia,USA,3657.545
Georgia,United Arab Emirates,4444.433
Georgia,United Kingdom,2792.3059999999996
Germany,Albania,3930.8940000000002
Germany,Algeria,5415.752
Germany,Argentina,8583.834
Germany,Armenia,1208.5430000000001
Germany,Australia,18890.901
Germany,Austria,3599423.234
Germany,Azerbaijan,7893.421
Germany,Bahamas,1113.8
Germany,Bahrain,1463.333
Germany,Bangladesh,1479.7350000000001
Germany,Belarus,13981.442000000003
Germany,Belgium,2068245.9300000002
Germany,Bosnia Herzegovina,8790.325999999997
Germany,Brazil,44613.896
Germany,Bulgaria,18545.565
Germany,Cambodia,1125.447
Germany,Canada,43884.204
Germany,Chile,18725.159
Germany,China,245922.45599999998
Germany,Colombia,5556.218000000001
Germany,Costa Rica,1767.906
Germany,Croatia,12176.104
Germany,Cyprus,1287.9879999999998
Germany,Czechia,1761364.702
Germany,CÙte d'Ivoire,5648.979
Germany,Denmark,464770.106
Germany,Dominican Rep.,6355.963
Germany,Ecuador,3352.5050000000006
Germany,Egypt,27273.871
Germany,Estonia,8445.759000000002
Germany,Finland,75057.947
Germany,France,3580269.96
Germany,Georgia,6036.116
Germany,Ghana,4567.05
Germany,Greece,28329.520999999993
Germany,Guatemala,1620.975
Germany,Hungary,81891.02199999998
Germany,Iceland,21646.468
Germany,India,43621.513
Germany,Indonesia,9285.357
Germany,Iran,7880.12
Germany,Iraq,19597.009
Germany,Ireland,31995.652000000006
Germany,Israel,14376.155000000002
Germany,Italy,1153748.135
Germany,Japan,15171.381000000001
Germany,Jordan,8488.078000000001
Germany,Kazakhstan,15101.856
Germany,Kenya,2559.235
Germany,Kuwait,5661.262
Germany,Kyrgyzstan,1811.648
Germany,Latvia,5927.137000000001
Germany,Lebanon,11734.525
Germany,Libya,6629.015
Germany,Lithuania,13559.405999999997
Germany,Luxembourg,634783.929
Germany,Malaysia,19409.933
Germany,Malta,11543.525999999998
Germany,Mexico,24772.541999999998
Germany,Mongolia,4132.638
Germany,Montenegro,1816.961
Germany,Morocco,11543.442000000001
Germany,Myanmar,2986.76
Germany,Netherlands,3061535.7920000004
Germany,New Zealand,4674.892000000001
Germany,Nigeria,20694.598
Germany,Norway,80442.582
Germany,Oman,1295.298
Germany,Other Asia,19211.473
Germany,Pakistan,4899.003
Germany,Paraguay,1200.382
Germany,Peru,5859.554
Germany,Philippines,2402.5669999999996
Germany,Poland,1699247.0380000002
Germany,Portugal,16260.698999999995
Germany,Qatar,5546.264
Germany,Rep. of Korea,50595.376
Germany,Rep. of Moldova,3224.3929999999996
Germany,Romania,71807.47700000001
Germany,Russian Federation,161397.49999999997
Germany,Saudi Arabia,7005.2
Germany,Senegal,8207.279
Germany,Serbia,13546.233
Germany,Singapore,38193.068
Germany,Slovakia,140469.03600000002
Germany,Slovenia,64220.64000000001
Germany,South Africa,33318.45
Germany,Spain,108810.78300000001
Germany,State of Palestine,1867.5760000000002
Germany,Sudan,3582.383
Germany,Sweden,340502.62799999997
Germany,Switzerland,3707439.8520000004
Germany,Syria,1854.6529999999998
Germany,TFYR of Macedonia,3513.682
Germany,Tajikistan,1361.119
Germany,Thailand,17995.055
Germany,Togo,1303.26
Germany,Tunisia,3970.13
Germany,Turkey,68561.24000000002
Germany,Turkmenistan,7183.648
Germany,USA,167165.023
Germany,Ukraine,887242.701
Germany,United Arab Emirates,29330.659999999996
Germany,United Kingdom,350560.239
Germany,Uruguay,1176.5749999999998
Germany,Uzbekistan,5837.26
Germany,Viet Nam,6061.7649999999985
Germany,Yemen,5093.469
Ghana,Burkina Faso,87456.27600000001
Ghana,Greece,11232.551000000001
Ghana,Togo,35499.116
Ghana,USA,25168.069
Gibraltar,Belgium,18958.018
Gibraltar,Italy,41241.67
Gibraltar,Malta,1681.5439999999999
Greece,Albania,43544.35500000001
Greece,Algeria,62789.847
Greece,American Samoa,2634.284
Greece,Antigua and Barbuda,17031.137
Greece,Argentina,30341.711000000003
Greece,Armenia,41214.776
Greece,Austria,3907.879
Greece,Bahamas,34611.55
Greece,Barbados,3820.24
Greece,Belgium,43104.686
Greece,Belize,1921.6429999999998
Greece,Bermuda,8839.787
Greece,Bosnia Herzegovina,15192.658
Greece,Brazil,126784.441
Greece,Bulgaria,96268.456
Greece,Canada,14446.466
Greece,Cayman Isds,2575.74
Greece,China,354465.402
Greece,Comoros,1424.97
Greece,Cook Isds,1773.382
Greece,Croatia,38288.294
Greece,Cyprus,431432.79699999996
Greece,Czechia,17727.629999999997
Greece,Denmark,5513.249
Greece,Dominican Rep.,12922.656
Greece,Egypt,1131984.0119999999
Greece,Falkland Isds (Malvinas),7739.031999999999
Greece,Finland,5405.309
Greece,France,28485.589
Greece,Georgia,67228.22099999999
Greece,Germany,45084.013
Greece,Gibraltar,667954.4920000001
Greece,Guam,14194.659
Greece,Hungary,2755.477
Greece,Iceland,2438.5089999999996
Greece,India,32778.577000000005
Greece,Ireland,74075.612
Greece,Israel,28740.621
Greece,Italy,579418.827
Greece,Japan,39656.504
Greece,Jordan,1838.9390000000003
Greece,Lebanon,1561804.329
Greece,Liberia,183281.417
Greece,Libya,410395.86799999996
Greece,Lithuania,6591.8369999999995
Greece,Malaysia,4638.649
Greece,Malta,225148.9
Greece,Marshall Isds,86643.525
Greece,Mauritania,1551.8139999999999
Greece,Montenegro,162093.424
Greece,Morocco,95452.339
Greece,Netherlands,25999.859999999993
Greece,Nigeria,8955.878
Greece,Norway,3068.1259999999997
Greece,Oman,1116.54
Greece,Other Asia,69626.573
Greece,Palau,1182.652
Greece,Panama,106888.106
Greece,Philippines,69332.19900000001
Greece,Poland,9784.653
Greece,Portugal,2915.57
Greece,Qatar,7533.518
Greece,Rep. of Korea,402103.402
Greece,Rep. of Moldova,2450.513
Greece,Romania,58352.536
Greece,Russian Federation,32129.836
Greece,Saint Helena,3968.821
Greece,Saint Vincent and the Grenadines,2306.756
Greece,Saudi Arabia,703890.7549999999
Greece,Senegal,1617.4019999999998
Greece,Serbia,8586.045
Greece,Sierra Leone,3216.24
Greece,Singapore,443652.39
Greece,Slovakia,1507.6390000000001
Greece,Slovenia,197001.101
Greece,Spain,211451.729
Greece,Sweden,43478.296
Greece,Switzerland,14821.750999999998
Greece,TFYR of Macedonia,482679.463
Greece,Togo,15394.615000000002
Greece,Tunisia,190871.25899999996
Greece,Turkey,1338263.9840000002
Greece,Turkmenistan,3818.466
Greece,USA,142304.35599999997
Greece,Uganda,3327.2669999999994
Greece,Ukraine,143799.77000000002
Greece,United Arab Emirates,106868.43000000002
Greece,United Kingdom,75668.99
Greece,United Rep. of Tanzania,2078.09
Guatemala,Belize,27216.472000000005
Guatemala,Costa Rica,1733.0030000000002
Guatemala,Cuba,6154.1759999999995
Guatemala,Ecuador,1198.7169999999999
Guatemala,El Salvador,209441.74100000004
Guatemala,Honduras,51039.407
Guatemala,Mexico,22173.917
Guatemala,Nicaragua,8734.129
Guatemala,Panama,2847.8740000000003
Guatemala,USA,1977.265
Guinea,Jordan,53875.035
Guinea,Kenya,7723.534000000001
Guinea,Nigeria,7650.544
Guinea,Pakistan,36155.837999999996
Guinea,Senegal,5817.227999999999
Guinea,Sierra Leone,1231.871
Honduras,Belize,11057.535000000002
Honduras,Guatemala,101755.063
Honduras,Nicaragua,16394.817
Hungary,Austria,400737.1070000001
Hungary,Belgium,1288.6889999999996
Hungary,Bosnia Herzegovina,42666.721999999994
Hungary,Bulgaria,13327.76
Hungary,Canada,1427.048
Hungary,China,4703.16
Hungary,Croatia,541631.601
Hungary,Czechia,43526.086
Hungary,Egypt,2920.817
Hungary,Ethiopia,1831.158
Hungary,France,5044.527
Hungary,Germany,61939.71800000001
Hungary,Greece,15633.442000000001
Hungary,Iceland,1436.072
Hungary,Italy,47647.55300000001
Hungary,Luxembourg,19579.307999999997
Hungary,Malta,21162.176
Hungary,Morocco,1677.098
Hungary,Netherlands,18494.338000000003
Hungary,Nigeria,4829.284000000001
Hungary,Other Asia,1050.745
Hungary,Poland,71721.563
Hungary,Qatar,7602.985
Hungary,Romania,512982.58499999996
Hungary,Russian Federation,7055.387
Hungary,Serbia,317940.733
Hungary,Slovakia,162699.477
Hungary,Slovenia,112814.136
Hungary,TFYR of Macedonia,4114.519
Hungary,Turkey,2615.128
Hungary,USA,3410.77
Hungary,Uganda,4072.6330000000003
Hungary,Ukraine,222859.157
Hungary,United Arab Emirates,3816.6059999999998
Hungary,United Kingdom,2231.575
Iceland,Antigua and Barbuda,6014.789000000001
Iceland,Bahamas,7580.981
Iceland,Bermuda,1710.295
Iceland,Cyprus,2882.842
Iceland,Denmark,2835.7209999999995
Iceland,Germany,2329.247
Iceland,Gibraltar,1969.35
Iceland,Greenland,16200.313000000002
Iceland,Italy,1700.276
Iceland,Malta,2402.7729999999997
Iceland,Marshall Isds,1373.817
Iceland,Netherlands,3337.268
Iceland,Portugal,1282.923
Iceland,Russian Federation,7588.727
Iceland,USA,1628.359
Iceland,United Kingdom,27681.065
India,Algeria,2887.999
India,Angola,13373.681000000002
India,Argentina,63729.71500000001
India,Australia,924826.2749999999
India,Bahrain,17384.729
India,Bangladesh,841119.0480000002
India,Belgium,194986.533
India,Benin,2763.27
India,Bhutan,135301.421
India,Botswana,5251.773
India,Brazil,101475.744
India,Burkina Faso,3576.942
India,Burundi,3465.848
India,Cameroon,5565.029
India,Canada,106382.243
India,Central African Rep.,17711.308999999997
India,Chile,1317.4630000000002
India,China,2867097.1050000004
India,Colombia,2680.7299999999996
India,CÙte d'Ivoire,24027.729
India,Dem. Rep. of the Congo,2498.8289999999997
India,Denmark,53975.27400000001
India,Djibouti,531105.1510000001
India,Dominican Rep.,1398.468
India,Egypt,398341.68899999995
India,Ethiopia,10130.436000000002
India,France,1106958.2980000002
India,Germany,31269.704
India,Ghana,46080.10600000001
India,Gibraltar,307568.067
India,Guatemala,2294.024
India,Guinea,5364.360000000001
India,Indonesia,144031.88499999998
India,Iran,20679.522999999997
India,Iraq,759469.198
India,Ireland,14234.026
India,Israel,163818.166
India,Italy,621448.986
India,Japan,766474.826
India,Jordan,75748.498
India,Kenya,397224.809
India,Kuwait,3993.9719999999998
India,Liberia,1985.7600000000002
India,Madagascar,30766.063000000002
India,Malawi,11957.105000000001
India,Malaysia,2283835.451
India,Maldives,2079.327
India,Malta,4458.243
India,Mauritius,628742.123
India,Mexico,2378.645
India,Morocco,78965.611
India,Mozambique,211594.16899999994
India,Myanmar,213827.71799999996
India,Namibia,85792.09500000002
India,Nepal,1690397.672
India,Netherlands,1652385.9579999999
India,New Zealand,8158.748999999999
India,Niger,3695.046
India,Nigeria,79079.68499999998
India,Oman,223199.76399999997
India,Other Asia,1498928.541
India,Pakistan,21584.015000000003
India,Paraguay,1996.55
India,Peru,1552.002
India,Philippines,210813.38599999997
India,Poland,1785.641
India,Portugal,22509.881999999998
India,Qatar,32374.176000000003
India,Rep. of Korea,1235316.9809999994
India,Romania,5846.086
India,Russian Federation,5936.831999999999
India,Rwanda,84249.648
India,Saudi Arabia,374582.29
India,Senegal,25010.077
India,Sierra Leone,1366.47
India,Singapore,4350626.887
India,Slovenia,47183.58900000001
India,South Africa,478497.325
India,South Sudan,1702.023
India,Spain,278228.94700000004
India,Sri Lanka,814034.7809999997
India,Sudan,13318.586
India,Swaziland,3634.665
India,Syria,1989.0749999999998
India,Thailand,82519.45000000001
India,Togo,128074.296
India,Turkey,2587140.003
India,USA,2839277.8750000005
India,Uganda,86439.95
India,Ukraine,39065.98
India,United Arab Emirates,3775613.183
India,United Kingdom,646117.0639999999
India,United Rep. of Tanzania,585778.228
India,Viet Nam,10508.303000000002
India,Yemen,65932.84599999999
India,Zambia,3325.066
Indonesia,Australia,338884.50999999995
Indonesia,Bangladesh,150493.68600000002
Indonesia,Cambodia,6304.821
Indonesia,China,2690750.3599999994
Indonesia,France,1454.908
Indonesia,Germany,3896.99
Indonesia,India,80036.146
Indonesia,Japan,2675209.064
Indonesia,Malaysia,608563.7049999998
Indonesia,Mexico,14809.439
Indonesia,Myanmar,12625.038
Indonesia,Netherlands,69522.326
Indonesia,New Zealand,5918.899000000001
Indonesia,Other Asia,628912.883
Indonesia,Pakistan,46907.84300000001
Indonesia,Papua New Guinea,27944.925
Indonesia,Philippines,27408.907000000003
Indonesia,Rep. of Korea,1696069.11
Indonesia,Singapore,3297291.345
Indonesia,South Africa,45186.654
Indonesia,Thailand,141148.494
Indonesia,Timor-Leste,5191.602999999999
Indonesia,Turkey,1945.4029999999998
Indonesia,USA,109359.71299999999
Indonesia,United Arab Emirates,3227.3619999999996
Indonesia,Viet Nam,19543.632999999998
Iran,Afghanistan,658642.0929999999
Iran,Armenia,100808.793
Iran,Azerbaijan,190133.32799999998
Iran,Bangladesh,45627.714
Iran,Burkina Faso,1958.5449999999998
Iran,Cameroon,4376.495
Iran,China,1928979.808
Iran,Djibouti,25065.159999999996
Iran,Ethiopia,9845.668
Iran,Georgia,39820.064999999995
Iran,Ghana,2273.4500000000003
Iran,India,320907.31299999997
Iran,Indonesia,359289.857
Iran,Iraq,1488517.881
Iran,Italy,4564.438999999999
Iran,Kenya,96971.17800000001
Iran,Malaysia,173504.61500000005
Iran,Malta,8205.975
Iran,Mozambique,3589.9620000000004
Iran,Myanmar,58876.553
Iran,Nigeria,1912.079
Iran,Oman,180991.872
Iran,Other Asia,587940.412
Iran,Pakistan,333295.33700000006
Iran,Philippines,2063.221
Iran,Qatar,38139.743
Iran,Romania,3911.937
Iran,Russian Federation,1466.8160000000003
Iran,Rwanda,10043.631000000001
Iran,Senegal,1819.701
Iran,Somalia,2164.9169999999995
Iran,South Africa,1105.897
Iran,Sri Lanka,23775.229
Iran,Sudan,14684.312999999998
Iran,Syria,4578.163
Iran,Tajikistan,4620.259
Iran,Thailand,138603.64400000003
Iran,Togo,1973.328
Iran,Turkey,918646.2470000001
Iran,Turkmenistan,3275.1990000000005
Iran,Uganda,9378.109999999999
Iran,United Arab Emirates,1163062.684
Iran,United Rep. of Tanzania,23259.902
Iran,Viet Nam,12771.92
Iran,Zimbabwe,1055.836
Iraq,Armenia,4576.265
Iraq,Belgium,15739.273000000001
Iraq,China,47052.226
Iraq,Ethiopia,3024.657
Iraq,India,2976.214
Iraq,Iran,16797.142
Iraq,Malaysia,154709.7
Iraq,Malta,17925.207
Iraq,Netherlands,7371.201999999999
Iraq,Oman,206200.705
Iraq,Pakistan,43680.754
Iraq,Rep. of Korea,60772.223
Iraq,Singapore,2804597.861
Iraq,Turkey,49934.001000000004
Iraq,USA,55885.22900000001
Iraq,United Arab Emirates,127368.48300000002
Ireland,Belgium,2688.056
Ireland,Canada,156642.101
Ireland,China,12072.197000000002
Ireland,Finland,1015.89
Ireland,France,85708.393
Ireland,Germany,75971.791
Ireland,Iceland,3178.605
Ireland,Luxembourg,119770.395
Ireland,Malta,13808.201
Ireland,Namibia,5245.733
Ireland,Netherlands,43785.202999999994
Ireland,Norway,34938.058
Ireland,Poland,1717.004
Ireland,USA,121797.79700000002
Ireland,United Kingdom,531296.387
Israel,Albania,28990.411
Israel,Cyprus,552893.369
Israel,CÙte d'Ivoire,19631.028000000002
Israel,Germany,13397.829
Israel,Greece,480620.2
Israel,Iceland,1503.405
Israel,Italy,100199.86499999999
